,project,version_x,author_x,type,issue_number,commit_msg,author_name,author_date,merge,issue_labels,url_issue_x,has_buggy,exception_bug,symptom,root_cause,fix,has_smell_x,has_test in_fix,symptom_adj,root_cause_adj,fix_adj,symptom_map,symptom_grp,root_cause_map,root_cause_grp,fix_map,fix_grp,version_y,author_y,index,commit_fix,url_issue_y,repo_url,file,function,n_try_pass,n_generic_except,n_nested_try,n_bare_except,n_captures_misplaced_bare_raise,n_captures_broad_raise,n_bare_raise_finally,has_smell_y,exists_anti_pattern,anti_pattern_add,anti_pattern_added_name,anti_pattern_removed,anti_pattern_rem_name,fix_to_only_rem_anti_pattern,comments
831,lightning,1,5,issue,"[bug-fix] ddp and automatic_optimization=false (#4485)

* resolve bug

* add self._running_manual_optim

* update

* update tests

* update lightning module

* resolve bug

* update tests

* update

* resolve pep8

* update

* replace by `ddp_spawn`

* temporary fix

* update

* update

* move update to training_loop

* make both ddp_spawn

* introduce `manual_optimizer_step`

* update changelog

* added changelog wrong place

* add force_optimizer_step

* update docstring for tests

* update optimizer_step

* update zero_grad

* resolve flake8

* move update into manual_optimizer_step

* add zero_grad

* remove zero_grad tests

* remove manual_backward in amp, it doesn't help

* update

* loosen tests

* update

* update doc

* add todo

* removed unnecessary get model from native amp

* remove try except with pytest raise

* add seed, clean up imports, remove try catch to reproduce error

* update code

* update test

* revert back

* formatting

* update pytorch_lightning/core/lightning.py

co-authored-by: jirka borovec <borda@users.noreply.github.com>

co-authored-by: seannaren <sean@grid.ai>
co-authored-by: sean naren <sean.narenthiran@gmail.com>
co-authored-by: jirka borovec <borda@users.noreply.github.com>",chaton,2020-11-10 19:44:51+00:00,FALSE,"bug,distributed,priority: 1",7e08b0d710208e980f27896aa62a59f26f0cb3b3,https://github.com/lightning-ai/lightning/issues/4485,True,S,"Exceptional
error",Error in Logic,"Use exception 
handling 
mechanism to 
change the logic",,,Exceptionalerror,Error in Logic,Use exception handling mechanism to change the logic,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Change the the exception code logic,Change the the exception code logic,,,,,,,,,,,,,,,,,,,,,,,
832,ansible,1,6,issue,38281,"ignore version when deciding callback loading (#38281)

* ignore version when deciding callback loading

the code already defaulted to load the callback if the properties are not present
there was no need for us to also check the version

fixes #38270

* fix error msg on set optoins to use correct name",Brian Coca,2018-04-10 17:15:28-04:00,FALSE,"support:core,bug",https://github.com/ansible/ansible/issues/38281,True,S,Incorrect Messaging,Missing Raising Condition,Change to a specific exception.,N,N,Incorrect Messaging,Missing Raising Condition,Change to a specific exception.,Incorrect Messaging,Incorrect Messaging,Missing Raising Condition,Improper Raising,Change to apropriated exception type,Improve the exception handling block,0.0,3.0,8.0,1850bb752f9f1cf54b62e279e3ef79f41e970fdc,https://github.com/ansible/ansible/issues/38281,https://github.com/ansible/ansible,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,N,,,,,,
833,spyder,1,6,issue,13753,"merge pull request #13753 from steff456/fix-pylint-index-error

pr: handle indexerror in pylint history",Carlos Cordoba,2020-09-10 20:16:56-05:00,TRUE,"type:Bug,component:Pylint",https://github.com/spyder-ide/spyder/issues/13753,True,S,Aplication Crashing,Unhandled Exception,Add a exception handling block,S,N,Aplication Crashing,Unhandled Exception,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,405.0,e8f64d7332ffab806be92b3340f71c87f96fb556,https://github.com/spyder-ide/spyder/issues/13753,https://github.com/spyder-ide/spyder,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,,,,,,
834,ansible,1,6,issue,44770,"improve error condition handling for dnf module (#44770)

- fix comma separated list handling for package names
- fix error message for unavailable/unknown package install attempt
- fix pkg install result output generation

signed-off-by: adam miller <admiller@redhat.com>",Adam Miller,2018-08-28 16:44:46-05:00,FALSE,"test,module,core_review,support:core,bug,affects_2.7",https://github.com/ansible/ansible/issues/44770,True,S,Erros in CI,Missing Raising Condition,Change to apropriated exception type,N,N,Erros in CI,Missing Raising Condition,Change to apropriated exception type,Errors in CI,Errors in CI,Missing Raising Condition,Improper Raising,Change to apropriated exception type,Improve the exception handling block,0.0,3.0,13.0,1e3b927a73a33951ae116d49aa727a77a7fb00ea,https://github.com/ansible/ansible/issues/44770,https://github.com/ansible/ansible,2.0,23.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,N,,,,,,
835,ansible,1,6,issue,20097,"previous fix to this failed to account for open_url returning a filehandle (#20097)

* previous fix to this failed to account for open_url returning a filehandle

fixes the bugs introduced by c6fb355

* read() from httperror for python-3.6+

httperror is funny.  it contains a filehandle to read the response from
and also makes it available via a read() method.  on earlier versions of
python (2 and 3) the read() method was enough to make it work with
json.load().  the newer version of json.load() needs a more complete
file interface than this and has stopped working.  read the bytes,
transform to str and pass it in manually to fix it.",Toshio Kuratomi,2017-01-10 18:14:20-08:00,FALSE,"needs_revision,affects_2.3,bug",https://github.com/ansible/ansible/issues/20097,True,S,Aplication Crashing,Missing Raising Condition,Raise a exception,N,N,Aplication Crashing,Missing Raising Condition,Raise a exception,Aplication Crashing,Aplication Crashing,Missing Raising Condition,Improper Raising,Add a raise condition,Improve raising conditions,0.0,3.0,7.0,1786c81a654611fe2c4ca4f03904aab0b533c1ed,https://github.com/ansible/ansible/issues/20097,https://github.com/ansible/ansible,1.0,19.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,N,,,,,,
836,gamestonkterminal,1,6,issue,3993,"fix integration tests bugs (#3993)

* fix tk

* fix newsletters

* fix lt

* exception on pir

* fix attrib bug and remove warning

* fix earnings

* fix ins, lt, whatif

* fillna

* fix vis

co-authored-by: james maslek <jmaslek11@gmail.com>",montezdesousa,2023-01-17 17:34:10+00:00,FALSE,"bug,feat XS",https://github.com/gamestonkterminal/gamestonkterminal/issues/3993,True,S,Aplication Crashing,Missing Raising Condition,Change to apropriated exception type,N,S,Aplication Crashing,Missing Raising Condition,Change to apropriated exception type,Aplication Crashing,Aplication Crashing,Missing Raising Condition,Improper Raising,Change to apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
837,ansible,1,6,issue,65718,"fix netconf plugin related to collections (#65718)

* fix netconf plugin related to collections

fixes #65655 (partly)

*  make netconf plugins configurable so that the
   information of ncclient device handler
   for give platform resides in the platform
   specific netconf plugin.
*  if the device handler value in ncclient is
   different from the ansible_network_os value
   the right value of `ncclient_device_handler`
   should be set in the plugin documentation.

* fix review comments

* fix ci issue

* fix review comment",Ganesh Nalawade,2019-12-20 12:13:59+05:18,FALSE,"new_plugin,networking,core_review,support:community,support:core,support:network,bug,docs,huawei,has_issue,affects_2.10",https://github.com/ansible/ansible/issues/65718,True,S,Exceptional error,Missing Raising Condition,Add a exception handling block,N,N,Exceptional error,Missing Raising Condition,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Raising Condition,Improper Raising,Add a exception handling block,Improve the exception handling block,0.0,3.0,12.0,1cfab26fabc4f89a8f8103a8fe35111ef6ec9ff1,https://github.com/ansible/ansible/issues/65718,https://github.com/ansible/ansible,8.0,45.0,5.0,4.0,0.0,0.0,0.0,15.0,0.0,24.0,N,,,,,,
838,sqlmap,1,6,issue,883,fix for an issue #883,Miroslav Stampar,2014-10-31 01:01:35+01:00,FALSE,"bug,normal,miscellaneous",https://github.com/sqlmapproject/sqlmap/issues/883,True,S,Aplication Crashing,Unhandled Exception,Add a exception handling block,N,N,Aplication Crashing,Unhandled Exception,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,414.0,5b0d74146e917290abe5ff79bdad9571b6747d5e,https://github.com/sqlmapproject/sqlmap/issues/883,https://github.com/sqlmapproject/sqlmap,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,,,,,,
839,wagtail,1,6,issue,1785,"merge pull request #1785 from takeflight/bug/asset-compilation

fix bug where built assets may not be packaged",Matt Westcott,2015-10-16 12:31:18+01:00,TRUE,type:Bug,https://github.com/wagtail/wagtail/issues/1785,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,N,N,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
840,sqlmap,1,6,issue,132,fix for an issue #132,Miroslav Stampar,2012-07-30 22:39:45+02:00,FALSE,"bug,low,miscellaneous",https://github.com/sqlmapproject/sqlmap/issues/132,True,S,Aplication Crashing,Unhandled Exception,Add a exception handling block,N,N,Aplication Crashing,Unhandled Exception,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,415.0,bdbe8ff9d906a3817cada2ef49d947f4b727a8d6,https://github.com/sqlmapproject/sqlmap/issues/132,https://github.com/sqlmapproject/sqlmap,1.0,173.0,9.0,2.0,0.0,11.0,0.0,0.0,0.0,22.0,N,,,,,,
841,awx,1,6,issue,955,"fix a bug that breaks workflows w/ a survey password + inventory sync

prior versions of awx did not raise an exception for this scenario
- they simply ignored kwargs that they couldn't accept.  this change is
a sort of middle ground - it ignores them, but gives a clue in the logs
as to why

see: https://github.com/ansible/awx/issues/955
related: https://github.com/ansible/awx/pull/803",Ryan Petrello,2018-01-22 09:41:30-05:00,FALSE,"type:bug,component:api",https://github.com/ansible/awx/issues/955,True,S,Aplication Crashing,Improper Handling,Remove the exception handling mechanism,N,N,Aplication Crashing,Improper Handling,Remove the exception handling mechanism,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Remove the exception handling block,Improve the exception handling block,0.0,3.0,101.0,ac3f7d0fac886c8c7cac82ccb3c10661b1ad8366,https://github.com/ansible/awx/issues/955,https://github.com/ansible/awx,1.0,85.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,Y,N,Too Broad Raising,Y,Too Broad Raising,N,
842,docopt,1,6,issue,34,"fix for issue #34, unicode docstring.",Andrew Sutton,2012-06-24 16:19:46-04:00,FALSE,bug,https://github.com/docopt/docopt/issues/34,True,S,Exceptional error,Missing Raising Condition,Add a exception handling block,S,N,Exceptional error,Missing Raising Condition,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Raising Condition,Improper Raising,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
843,ansible,1,6,issue,6655,fixes #6655 catch unicode encoding errors before sending to syslog,James Tanner,2014-03-25 16:07:05-04:00,FALSE,"P1,bug",https://github.com/ansible/ansible/issues/6655,True,S,Aplication Crashing,Missing Raising Condition,Add a exception handling block,N,N,Aplication Crashing,Missing Raising Condition,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Raising Condition,Improper Raising,Add a exception handling block,Improve the exception handling block,0.0,3.0,21.0,3194fbd36577d1612513cff2b9bfa72052877a92,https://github.com/ansible/ansible/issues/6655,https://github.com/ansible/ansible,1.0,54.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,12.0,Y,Y,Swallowing Exception,N,,N,
844,netbox,1,6,issue,12639,"fixes #12639 - make sure name expansions throws a validation error on decrementing ranges (#13326)

* fixes #12639 - make sure name expansions throws a validation error on decrementing ranges

* fix pep8

* also fail on equal start & end values

---------

co-authored-by: jeremy stretch <jstretch@netboxlabs.com>",kkthxbye,2023-08-11 17:53:16+02:00,FALSE,"type: bug,status: accepted,severity: low",https://github.com/netbox-community/netbox/issues/12639,True,S,Exceptional error,Unhandled Exception,Raise a exception,N,N,Exceptional error,Unhandled Exception,Raise a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a raise condition,Improve raising conditions,0.0,3.0,189.0,5de9d3f15f4f5bc82ebbe5f650dcd528fe9bf250,https://github.com/netbox-community/netbox/issues/12639,https://github.com/netbox-community/netbox,3.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,N,,,,,,
845,spyder,1,6,issue,20082,"merge pull request #20082 from ccordoba12/fix-runtime-errors

pr: catch a couple of reported runtimeerror's (editor)",Carlos Cordoba,2022-11-18 00:21:54-05:00,TRUE,"type:Bug,component:Editor",https://github.com/spyder-ide/spyder/issues/20082,True,S,Aplication Crashing,Unhandled Exception,Add a exception handling block,N,N,Aplication Crashing,Unhandled Exception,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,391.0,9130f175479f411e385a5bb9c3f6f64f77051020,https://github.com/spyder-ide/spyder/issues/20082,https://github.com/spyder-ide/spyder,2.0,413.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,Y,Y,Swallowing Exception,N,,N,
846,ansible,1,6,issue,43473,"delegate_to: accept only string for delegation host (#43473)

delegate_to parameter in task only accepts string,
this fix will error out if other datatypes are provided instead of
string.

signed-off-by: abhijeet kasurde <akasurde@redhat.com>",Abhijeet Kasurde,2018-08-06 11:28:12+05:18,FALSE,"support:core,bug,affects_2.7,small_patch",https://github.com/ansible/ansible/issues/43473,True,S,Exceptional error,Unexpected Raising,Raise a exception,N,N,Exceptional error,Unexpected Raising,Raise a exception,Incorrect Exceptions,Incorrect Exceptions,Unexpected Raising,Improper Raising,Add a raise condition,Improve raising conditions,0.0,3.0,48.0,741fa025a06b1e63278ad5f3e0963e39126a94da,https://github.com/ansible/ansible/issues/43473,https://github.com/ansible/ansible,1.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,N,,,,,,
847,netbox,1,6,issue,1312,fixes #1312: catch error when attempting to activate a user key with an invalid private key,Jeremy Stretch,2017-07-12 10:06:13-04:00,FALSE,type: bug,https://github.com/netbox-community/netbox/issues/1312,True,S,Exceptional error,Improper Handling,Handle a exception,N,N,Exceptional error,Improper Handling,Handle a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
848,zulip,1,6,issue,6639,"push_notifications: fix error message for unregistered bouncer.

previously, we were just returning a json error to the client, when it
was a server problem.

fixes #6639.",Tim Abbott,2017-10-11 18:02:35-07:00,FALSE,"bug,priority: critical,area: production",https://github.com/zulip/zulip/issues/6639,True,S,Exceptional error,Improper Handling,Change to a specific exception.,N,S,Exceptional error,Improper Handling,Change to a specific exception.,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,3.0,438.0,298c59f7fd3887422207916aa7d44955a6166d9e,https://github.com/zulip/zulip/issues/6639,https://github.com/zulip/zulip,4.0,134.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,Y,N,,Y,Too Broad Except,N,
849,pymc,1,6,issue,488,fix for indexing error in #488,Christopher Fonnesbeck,2014-02-17 17:42:50-06:00,FALSE,bug,https://github.com/pymc-devs/pymc/issues/488,True,S,Incorrect Logic,Improper Handling,Change to a specific exception.,N,N,Incorrect Logic,Improper Handling,Change to a specific exception.,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,3.0,272.0,fc66a40cc7021fdb7c0432396db5f1b92da48524,https://github.com/pymc-devs/pymc/issues/488,https://github.com/pymc-devs/pymc,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,,,,,,
850,modin,1,6,issue,2887,fix-#2887: match pandas error message on `series.sum` (#2890),Devin Petersohn,2021-03-16 12:04:58-07:00,FALSE,bug 🦗,https://github.com/modin-project/modin/issues/2887,True,S,Incorrect Messaging,Unproper Message Error,Raise a error,N,N,Incorrect Messaging,Unproper Message Error,Raise a error,Incorrect Messaging,Incorrect Messaging,Unproper Message,Unproper Message,Add a raise condition,Improve raising conditions,0.0,3.0,180.0,d1ce361987d2d1b2fd0237b902098131236cac6f,https://github.com/modin-project/modin/issues/2887,https://github.com/modin-project/modin,2.0,490.0,2.0,91.0,0.0,0.0,0.0,0.0,0.0,93.0,N,,,,,,
851,ansible,1,7,issue,11815,"use templar all the way down

fixes bugs related to creating templar() objects on the fly, where
the shared loader objects (serialized to taskexecutor) aren't used
so information loaded into plugin loaders after forking is lost.

fixes #11815",James Cammarata,2015-08-04 12:10:23-04:00,FALSE,bug,https://github.com/ansible/ansible/issues/11815,True,S,Api Change,Missing Exception Type,Add a exception handling block,,,Api Change,,,API Change,External API Change,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,34.0,52666799641171a676f075a19f9ef733acacb870,https://github.com/ansible/ansible/issues/11815,https://github.com/ansible/ansible,15.0,73.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,N,,,,,,
852,sqlmap,1,7,issue,513,fix for an issue #513,Miroslav Stampar,2013-08-27 13:55:38+02:00,FALSE,"bug,low,miscellaneous",https://github.com/sqlmapproject/sqlmap/issues/513,True,S, unhandled exception in sqlmap/1.0-dev,Missing Exception Type,Add a exception handling block,,,unhandled exception in sqlmap/1.0-dev,,,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,408.0,28eca2116f80edfdc9d5b21bf964215f1c89c387,https://github.com/sqlmapproject/sqlmap/issues/513,https://github.com/sqlmapproject/sqlmap,2.0,176.0,11.0,1.0,0.0,10.0,0.0,0.0,0.0,22.0,N,,,,,,
853,psutil,1,7,issue,5,fixed 5 tests which was failing on python 3 because of bytes/string issue by having converted the bytes returned by popen into a string which uses the same encoding as the system shell,Giampaolo Rodola',2010-02-21 14:55:25+00:00,FALSE,"bug,imported,linux",https://github.com/giampaolo/psutil/issues/5,True,S,CI? (Tests),Missing Exception Type,Add a exception handling block,,,CI? (Tests),,,Errors in CI,Errors in CI,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
854,numpy,1,7,issue,1187,* fixed _from_methods to run on ndarrays (bug #1187),pierregm,2009-08-06 16:38:54+00:00,FALSE,"00 - Bug,component: numpy.distutils",https://github.com/numpy/numpy/issues/1187,True,S,Installing (?),Missing Exception Type,Add a exception handling block,,,Installing (?),,,Errors in CI,Errors in CI,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,214.0,d0bba527fa3ade5674c670b6df1d7ad0346603c1,https://github.com/numpy/numpy/issues/1187,https://github.com/numpy/numpy,2.0,332.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,N,,,,,,
855,spyder,1,7,issue,2022,"external console: fix plotting with matplolib tk and gtk backends

fixes issue 2022
fixes issue 1946
fixes issue 1987

- this also lets users to set their preferred mpl backend on mac *again* when
using pyside.
- to solve this we moved to handle input hooks using code from ipython.
- we also carefully decide what input hook to use according to the mpl backend
and operating system.",Carlos Cordoba,2015-02-08 22:17:15-05:00,FALSE,"type:Bug,6–10 stars,component:Python Console",https://github.com/spyder-ide/spyder/issues/2022,True,S,UI not working correctly, handle input hooks using code from IPyt,Add a exception handling block,,,UI not working correctly,handle input hooks using code from IPyt,,UI Componenents not Loaded,UI Componenents not Working Correctly,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,366.0,08596df5a484cce6852e193a7b938e5c200aec43,https://github.com/spyder-ide/spyder/issues/2022,https://github.com/spyder-ide/spyder,3.0,78.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Y,Y,"Swallowing Exception, Bare Except",Y,Swallowing Exception,N,
856,pytest,1,7,issue,18,"second take at setuptools_scm

since setuptools 18.6 fixes the issues with develop installs

https://github.com/pypa/setuptools/blob/master/changes.rst#186

https://github.com/pypa/setuptools/issues/439",Ronny Pfannschmidt,2016-08-21 18:13:32+02:00,FALSE,type: bug,https://github.com/pytest-dev/pytest/issues/18,True,S,Api Change,Import Error,Add Import ,N,-,Api Change,Import Error,Add Import,API Change,External API Change,Import Error,Import Error ,Import with a exception handling code,Import with a exception handling code,0.0,3.0,288.0,c3aee4b1e64efa7893bcacbfde793e04f01a8dda,https://github.com/pytest-dev/pytest/issues/18,https://github.com/pytest-dev/pytest,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,N,,,,,,
857,ansible,1,7,issue,26109,"fixed the exception handling logic for the delete_group function. (#26109)

* fixed he exception handling logic for the delete_group function.

fixes issue #26100

* removed the unnecessary del_meta variables and made some other adjustments to the delete_user function",Denis Afonso,2017-06-30 19:12:50+01:00,FALSE,"needs_revision,cloud,aws,module,affects_2.4,bug",https://github.com/ansible/ansible/issues/26109,True,S,Logic?,Missing Exception Type,Add a exception handling block,,,Logic?,,,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,79.0,c9b00d2f029e65bcef2c1d979bb203f1bb518a7b,https://github.com/ansible/ansible/issues/26109,https://github.com/ansible/ansible,1.0,16.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,N,,,,,,
858,scipy,1,7,issue,859,fixes bug 859,aarchiba,2009-02-21 16:57:32+00:00,FALSE,"prio-normal,defect,Migrated from Trac,scipy.interpolate",https://github.com/scipy/scipy/issues/859,True,S,Exceptional Error?,Missing Exception Type,Add a exception handling block,,,Exceptional Error?,,,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,357.0,84a3939fa8594b3ca46239ad91317fad1991cefd,https://github.com/scipy/scipy/issues/859,https://github.com/scipy/scipy,3.0,142.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,Y,Y,Swallowing Exception,Y,Swallowing Exception,N,
859,cython,1,7,issue,4144,"add error handling to __pyx__pynumber_float() (gh-4144)

the implementation of __pyx__pynumber_float() wasn't checking whether
errors occurred on the calls to __pyx_pyunicode_asdouble(),
__pyx_pybites_asdouble(), and __pyx_pybytearray_asdouble(). errors from
those functions were now properly propagated to the caller.

closes https://github.com/cython/cython/issues/4143",Andrew Brown,2021-05-06 04:19:11-04:00,FALSE,"defect,Code Generation",https://github.com/cython/cython/issues/4144,True,S,Exceptional Error?,Missing Exception Type,Add a exception handling block,,,Exceptional Error?,,,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
860,robotframework,1,7,issue,1333,"fixed tidy error handling when given input is not a file.

update issue 1333
status: started
owner: pekka.klarck
fixed with unit tests. will refactor code next.",Pekka Klärck,2013-01-16 13:54:26+02:00,FALSE,"bug,priority: low",https://github.com/robotframework/robotframework/issues/1333,True,S,Exceptional Error?,Missing Exception Type,Add a exception handling block,,,Exceptional Error?,,,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
861,ansible,1,7,issue,41665,fix name of action plugin in error message (#41665),Andrew Gaffney,2018-06-18 14:51:38-05:00,FALSE,"support:core,bug",https://github.com/ansible/ansible/issues/41665,True,S,Error message,Missing Exception Type,Add a exception handling block,,,Error message,,,Incorrect Messaging,Incorrect Messaging,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,3.0,47.0,729e7471d6b1d5c324ff9ae284b40ca316f10bbb,https://github.com/ansible/ansible/issues/41665,https://github.com/ansible/ansible,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,N,,,,,,
862,jax,1,7,issue,1521,"avoid broadcasting the input and indices in jnp.take_along_axis.

in #1521 we added broadcasting to fix an apparent wrong-gradient bug. this
worked, but the real issue was that we were mishandling the case where the
array dimension is of size 1 but the index dimension is not. in that case we
in essence gathered a bunch of out of bounds indices, leading to apparently
incorrect gradients.

the previous fix (broadcasting) worked, but was suboptimal in terms of
performance (#10281). however, we can fix both bugs by removing the broadcasting
and handling the missing case correctly.

fixes #10281.",Peter Hawkins,2022-04-14 15:50:03-04:00,FALSE,bug,https://github.com/google/jax/issues/1521,True,S,Exceptional Error?,Missing Exception Type,add a raise,,,Exceptional Error?,,add a raise,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a raise condition,Improve raising conditions,0.0,3.0,156.0,c8ac813ec1996c38830a97eaafdb820364503bc8,https://github.com/google/jax/issues/1521,https://github.com/google/jax,1.0,268.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,N,,,,,,
863,ansible,1,7,issue,31730,"fixes documentation related bugs (#31730)

new conventions for ansible warrant fixes to accomodate those
in bigip_partition.

this patch also includes an import fix that can raise an error when
ansible unit tests run",Tim Rupp,2017-10-13 22:06:19-07:00,FALSE,"networking,python3,module,owner_pr,community_review,support:community,affects_2.5,f5,bug",https://github.com/ansible/ansible/issues/31730,True,S,CI,Import Wrong,Add Import,,,CI,Import Wrong,Add Import,Errors in CI,Errors in CI,Import Error,Import Error ,Import with a exception handling code,Import with a exception handling code,0.0,3.0,36.0,53445ded84a1e6320a2bc0c90f094a0953e0adeb,https://github.com/ansible/ansible/issues/31730,https://github.com/ansible/ansible,2.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,N,,,,,,"Return ""None"". Aqui tem um smell catch and do nothing (sem logar a exceção). Nesse caso teria que melhorar o parser para coletar esse erro."
864,openbbterminal,1,7,issue,4973,"hotfix/databento + bugs (#4973)

* bump pywry

* fix rm command (#4890)

co-authored-by: henrique joaquim <h.joaquim@campus.fct.unl.pt>

* fix `crypto/defi/anchor` (#4892)

* handle defi anchor exceptions

* reason

* mypy

---------

co-authored-by: henrique joaquim <h.joaquim@campus.fct.unl.pt>

* fix windows pyinstaller subprocess fail if space in path

* remove api_iex_token

* remove api_sentimentinvestor_token

* fix data bento calls

* fix options eod chain bug

* fix finviz get

* fix yf balance bug

* removing breakline

* add error message

---------

co-authored-by: teh_coderer <me@tehcoderer.com>
co-authored-by: montezdesousa <79287829+montezdesousa@users.noreply.github.com>
co-authored-by: henrique joaquim <h.joaquim@campus.fct.unl.pt>",James Maslek,2023-05-09 01:16:32-07:00,FALSE,"bug,feat S",https://github.com/openbb-finance/openbbterminal/issues/4973,True,S,Behavior,Logic,Edits error handling (remove raise),,,Behavior,Logic,Edits error handling (remove raise),Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Remove a raise statement,Improve raising conditions,0.0,3.0,220.0,425b740eda00e2b6bd25211616438af7ca648cc5,https://github.com/openbb-finance/openbbterminal/issues/4973,https://github.com/openbb-finance/openbbterminal,5.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,N,,Y,Too Broad Raising,N,
865,openbbterminal,1,7,issue,2647,"etf fix (#2647)

* fixes economy controller

* fixed basic etf issues

* undid bad fix

co-authored-by: james maslek <jmaslek11@gmail.com>",Colin Delahunty,2022-09-27 15:39:35+02:00,FALSE,bug,https://github.com/openbb-finance/openbbterminal/issues/2647,True,S,CI,Unhandling exception,Add Exception (FileNotFoundError),,,CI,Unhandling exception,Add Exception (FileNotFoundError),Errors in CI,Errors in CI,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
