,method_id,method_text
1746,144fb9ae-888a-406a-b54f-12e47ad75d9e,"    public AppTest( String testName )
    {
        super( testName );
    }
"
1747,8209e081-462b-4661-8540-b1306bed0cbd,"    public static Test suite()
    {
        return new TestSuite( AppTest.class );
    }
"
1748,ac08a691-bb30-4cfc-a138-ed489ddca0b6,"    public void testApp()
    {
        assertTrue( true );
    }
"
1749,7ca1689e-4031-46f2-8dfe-7e49515cd3da,"	public void add(Item item) {
		items.add(item);
	}
"
1750,ffd7bd09-5a6e-4174-9428-b84dd2b6865f,"	public double total() {
		double total = 0.0;
		for (Item item : items) {
			total += item.total();
		}
		return total;
	}
"
1751,e3ba4079-3bfe-4779-b7a5-1367b5aba9a7,"	public List<Item> getItemsByArticle(Article article) {
		List<Item> articleItems = new ArrayList<Item>();
		for (Item item : items) {
			if (item.isArticle(article)) {
				articleItems.add(item);
			}
		}
		return articleItems;
	}
"
1752,9eca00ae-3a90-4d53-ae40-6e03c9c41e1a,"	public Item(Article article, double amount) {
		this.article = article;
		this.amount = amount;
	}
"
1753,8f3104fd-3c0f-4162-8ed6-f530f4081f72,"	public double total() {
		return article.total(amount);
	}
"
1754,d07c655e-fde7-4dde-b4fa-818691f769c2,"	public double getAmount() {
		return amount;
	}
"
1755,dfc34795-adbe-42c7-96be-d5beea1b573d,"	public boolean isArticle(Article article) {
		return this.article.equals(article);
	}
"
1756,df378ce6-5176-45d4-9fec-9242c6938a7c,"	public Article(int id, Price price) {
		this.id = id;
		this.price = price;
	}
"
1757,b29c8055-0608-4eb1-83c6-b6c8d42d675b,"	public double total(double amount) {
		return price.total(amount);
	}
"
1758,5b02f9c9-089b-4633-a154-785e266dec73,"	@Override
	public int hashCode() {
		final int prime = 31;
		int result = 1;
		result = prime * result + id;
		return result;
	}
"
1759,6dfa82c8-7077-4285-8a19-5e93b043e044,"	@Override
	public boolean equals(Object obj) {
		if (this == obj)
			return true;
		if (obj == null)
			return false;
		if (getClass() != obj.getClass())
			return false;
		Article other = (Article) obj;
		if (id != other.id)
			return false;
		return true;
	}
"
1760,2260d0a0-6dac-4870-9d7f-9a0d3c368004,"	public Article article(double price) {
		nextId += 1;
		return new Article(nextId, new Price(price));
	}
"
1761,e0976253-2b6b-4037-a879-7da235217ec9,"	public ItemSpecifier create(Article article) {
		return new ItemSpecifier(article);
	}
"
1762,482444a0-3d97-44d5-9d32-e8ff390e5475,"		public ItemSpecifier(Article article) {
			this.article = article;
		}
"
1763,73cfec94-6600-44f0-bee4-16d237926f26,"		public ItemSpecifier amount(int amount) {
			this.amount = amount;
			return this;
		}
"
1764,b7dde96f-e7d8-465c-ae3f-69623c4aabb5,"		public Item item() {
			return new Item(article, amount);
		}
"
1765,c29b758a-e80e-4c6b-9e8f-1adeec4fca4a,"	public XForYDiscount(Article article, double xAmount, double yAmount) {
		this.article = article;
		this.itemAmount = xAmount;
		this.forAmount = yAmount;
	}
"
1766,328b625d-6293-4d17-88ab-353b241c92f7,"	@Override
	public double discount(Cart cart) {
		int amount = 0;
		for (Item item : cart.getItemsByArticle(article)) {
			amount += item.getAmount();
		}
		double discount = (amount / itemAmount) * article.total(itemAmount - forAmount);
		return discount;
	}
"
1767,ed9db921-b033-486e-baa8-a99ac1124a9b,"	public double total(Cart cart) {
		double total = cart.total();
		for (Discount discount : discounts) {
			total -= discount.discount(cart);
		}
		return total;
	}
"
1768,d1579448-661e-4b5e-b7d3-f1229cb0eaa8,"	public void addDiscount(Discount discount) {
		discounts.add(discount);
	}
"
1769,5865a526-1807-46fa-bd61-8b7dc9a61af1,"	double discount(Cart cart);
"
1770,b338533f-840e-4ae5-803c-19f746668e5f,"	public Price(double price) {
		this.price = price;
	}
"
1771,fbc3703d-ff21-447f-bced-0a8ab24df566,"	public double total(double amount) {
		return price * amount;
	}
"
1772,832d857c-cb87-46c4-9cc1-c414cc779d89,"	public AmountForPriceDiscount(Article article, int amount, Price price) {
		this.article = article;
		this.amount = amount;
		this.price = price;
	}
"
1773,8a481289-2f56-4147-9ac2-260c5a3e54fc,"	@Override
	public double discount(Cart cart) {
		int numberOfItems = 0;
		List<Item> allItems = cart.getItemsByArticle(article);
		for (Item item : allItems) {
			numberOfItems += item.getAmount();
		}
		double discount = article.total(numberOfItems) - price.total(numberOfItems / amount);
		return discount;
	}
"
1774,1991c4e8-6423-43aa-8d50-6bc85213a8df,"	@Test
	public void testNoItems() {
		Cassier cassier = new Cassier();
		Cart cart = new Cart();
		double total = cassier.total(cart);
		
		Assert.assertEquals(0.0, total, 0.001);
	}
"
1775,c010ee14-d3e1-472a-ad9b-754b1b018e47,"	@Test
	public void testOneItem() {
		Cassier cassier = new Cassier();
		Cart cart = new Cart();
		cart.add(itemBuilder.create(article0).amount(1).item());
		double total = cassier.total(cart);
		
		Assert.assertEquals(1.0, total, 0.001);
	}
"
1776,cb015207-2fe2-43a7-b2d6-f53ffd21577c,"	@Test
	public void testItems() {
		Cassier cassier = new Cassier();
		Cart cart = new Cart();
		cart.add(itemBuilder.create(article0).amount(1).item());
		cart.add(itemBuilder.create(article1).amount(2).item());
		double total = cassier.total(cart);
		
		Assert.assertEquals(4.0, total, 0.001);
	}
"
1777,3091d796-14ed-460e-aa8f-fe67f2539a19,"	@Test
	public void test3For2() {
		Cassier cassier = new Cassier();
		cassier.addDiscount(new XForYDiscount(article1, 3, 2));
		Cart cart = new Cart();
		cart.add(itemBuilder.create(article0).amount(1).item());
		cart.add(itemBuilder.create(article1).amount(3).item());
		double total = cassier.total(cart);
		
		Assert.assertEquals(4.0, total, 0.001);
	}
"
1778,49da4bca-bc71-4064-b342-8ae2ce501a6d,"	@Test
	public void test3ForPrice() {
		Cassier cassier = new Cassier();
		cassier.addDiscount(new AmountForPriceDiscount(article1, 3, new Price(2.5)));
		Cart cart = new Cart();
		cart.add(itemBuilder.create(article0).amount(1).item());
		cart.add(itemBuilder.create(article1).amount(3).item());
		double total = cassier.total(cart);
		
		Assert.assertEquals(3.5, total, 0.001);
	}
"
1779,e76f56bd-3510-43af-b3a6-ef856f7a6efd,"	public static int getMaxAccount(){
		return (int)(Math.pow(2, 25) - 1);
	}
"
1780,85cd6784-637a-4cad-a2bb-738a836761d0,"	public static int readAccount(int bank) {
		int a = Toolbox.readInt(0, getMaxAccount());
		
		return serializeAccount(bank, a);
	}
"
1781,e2bef778-6575-40d4-bbe1-1e235ce40c12,"	public static int getAccountId(int account){
		account =  account <<  8;
		return account >>> 8;
	}
"
1782,9b142cad-e737-4105-b6a7-44fc8e57b971,"	public static int getBankId(int account){
		return account >> 24;
	}
"
1783,44b9023d-f75e-4d75-8b34-10e86755bfb9,"	public static int serializeAccount(int bank, int account) {
		if (bank > (int)(Math.pow(2,9) - 1)) {
			throw new 
			IllegalArgumentException(""Le numero de banque est trop grand !"");
		}
		if (account < 0 || account > getMaxAccount()) {
			throw new 
			IllegalArgumentException(""Le numero de compte n'est pas valide !"");
		}
		
		bank = bank << 24;
		return bank + account;
	}
"
1784,5db7dd3e-3fe5-4696-82f3-6f9decbfd84c,"	public byte getCode(){
		return (byte)this.ordinal();
	}
"
1785,b3e7cf79-2639-449f-9f09-3273695d3aa8,"	public static LamportUnlockMessage fromCode(byte code){
		return LamportUnlockMessage.values()[(int)code];
	}
"
1786,23127a05-966d-4c60-bb3f-860cf9b02ff6,"	public byte getCode(){
		return (byte)this.ordinal();
	}
"
1787,9e14d5b3-aa3c-4ca6-92ed-e8c4a72bb739,"	public static LamportMessages fromCode(byte code){
		return LamportMessages.values()[(int)code];
	}
"
1788,17bec578-63ef-47cf-9b81-e5327df4eb13,"	private static int getIntFromString(String args, int defaultInt){
		if(Pattern.matches(""[0-9]*"", args)){
			return Integer.parseInt(args);
		}else{
			System.err.printf(""Invalid number %s using %d \n"",args,defaultInt );
		}	
		return defaultInt;
	}
"
1789,5ff9704f-7d1c-431d-8ff8-4075df234906,"	private static int getIntFromArgs(String args[], int index, int def){
		if(args.length > index){
			return getIntFromString(args[index], def);
		}
		return def;	
	}
"
1790,c5b60740-a611-493d-a6e7-836f2ce6f3d4,"	public static int getBankIdFromArg(String args[],int index){
		return ConfigParser.getIntFromArgs(args, index, 0);
	}
"
1791,e8f140af-b917-4044-a012-6fe63a68bf75,"	public LamportState() {
		this(LamportMessages.RELEASE, 0);
	}
"
1792,ae0fc2a9-3c14-4586-ab70-cce2e5d77a05,"	public LamportState(LamportMessages type, int timestamp) {
		this.type = type;
		this.timestamp = timestamp;
	}
"
1793,f6afce6d-528d-4567-84a5-d034a7ca9c5d,"	public void set(LamportMessages type, int timestamp) {
		this.type = type;
		this.timestamp = timestamp;
	}
"
1794,7dfe586f-688b-4e2a-a9c3-6233aedb1fc2,"	public byte[] toByte(int bankId) {
		byte[] data = new byte[1 + 4 + 4];
		// Type [1]
		data[0] = type.getCode();
		// Timestamp [4]
		byte[] temp = Toolbox.int2Byte(timestamp);
		for (int i = 0; i < temp.length; i++) {
			data[1 + i] = temp[i];
		}
		// Bank id [4]
		temp = Toolbox.int2Byte(bankId);
		for (int i = 0; i < temp.length; i++) {
			data[5 + i] = temp[i];
		}		
		
		return data;
	}
"
1795,de6a5917-661b-4bdf-b768-b34e5842bac4,"	public static LamportState fromByte(byte[] data,int length) {
		assert (length >= 9);
		// type [1]
		LamportState state = new LamportState();
		state.type = LamportMessages.fromCode(data[0]);
		// timestamp[4]
		byte[] tempInt = new byte[4];
		for (int i = 0; i < tempInt.length; i++) {
			tempInt[i] = data[i + 1];
		}
		state.timestamp = Toolbox.byte2int(tempInt);
		// Bank ID[4]
		tempInt = new byte[4];
		for (int i = 0; i < tempInt.length; i++) {
			tempInt[i] = data[i + 5];
		}	
		state.remoteBankId = Toolbox.byte2int(tempInt);

		
		return state;
	}
"
1796,719a16f8-22d3-467b-a59a-589edcd28682,"	public static int readBank() {
		int n;
		try {
			Scanner in = new Scanner(System.in);
			n = in.nextInt();
		} catch (Exception e) {
			return -1;
		}
	
		if (n < 0 || n > Config.banksAddresses.length - 1)
			return -1;
		else
			return n;
	}
"
1797,7cf122c3-1468-44a0-9dfe-a5db963047e2,"	public static Menu readMenu() {
		int n;
		try {
			Scanner in = new Scanner(System.in);
			n = in.nextInt();
		} catch (Exception e) {
			return null;
		}
	
		if (n < 0 || n > Menu.values().length)
			return null;
		else
			return Menu.values()[n];
	}
"
1798,719914d4-2aa8-4071-b139-2ff5efff58b8,"	public static int readInt(int min, int max) {
		if (min > max) {
			int tmp = max;
			max = min;
			min = tmp;
		}
	
		int n;
	
		do {
			try {
				Scanner in = new Scanner(System.in);
				n = in.nextInt();
	
				if (n >= min && n <= max) {
					return n;
				}
				String msg = ""Veuillez entrer une valeur entre "" + min + "" et ""
						+ max + "" > "";
	
				if (max == Integer.MAX_VALUE)
					msg = ""Veuillez entrer une valeur superieur a "" + min
							+ "" > "";
	
				System.out.print(msg);
			} catch (Exception e) {
				System.out.println(""Erreur de saisie"");
			}
		} while (true);
	}
"
1799,a9e19b20-6bb7-4954-bbf8-a6322e9d203f,"	public static byte[] long2Byte(long l) {
		ByteBuffer boeuf = ByteBuffer.allocate(8);
		boeuf.order(ByteOrder.BIG_ENDIAN);
		boeuf.putLong(l);
		return boeuf.array();
	}
"
1800,bfa82cb8-3873-4407-b031-a47db3aac2fa,"	public static long byte2Long(byte[] b) {
		ByteBuffer bb = ByteBuffer.wrap(b);
		return bb.getLong();
	}
"
1801,e3d93a9d-0b05-4b78-9e13-e5f718c4dc8b,"	public static byte[] int2Byte(int i) {
		ByteBuffer boeuf = ByteBuffer.allocate(4);
		boeuf.order(ByteOrder.BIG_ENDIAN);
		boeuf.putInt(i);
		return boeuf.array();
	}
"
1802,217aca6b-5e33-4bff-a500-770c746ea3e6,"	public static int byte2int(byte[] b) {
		ByteBuffer bb = ByteBuffer.wrap(b);
		return bb.getInt();
	}
"
1803,2f5b3d10-723c-4abb-9e17-0417003cb657,"	public static byte[] buildMessage(byte code, int... datas) {
		byte[] message = new byte[1 + datas.length * 4];

		message[0] = code;

		int indice = 1;
		for (int i = 0; i < datas.length; i++) {
			byte[] data = Toolbox.int2Byte(datas[i]);

			for (int j = 0; j < data.length; j++) {
				message[indice++] = data[j];
			}
		}

		return message;
	}
"
1804,800596cd-c6b5-4ffc-9ccc-1bbb8e5eca49,"	public static int[] buildData(DatagramPacket packet) {
		return buildData(packet.getData(), packet.getLength(),0);
	}
"
1805,d0fa0d43-b57c-45bb-ad71-647dec369891,"	public static int[] buildData(byte[] message, int length,int offset) {
		// Attention: Ne pas utiliser message.length,
		// renvoie la taille du buffer et pas du contenu

		if (length <= 1)
			throw new IllegalArgumentException();

		// le code du message se trouve dans message[0];
		// Le reste des donnees sont des entiers..

		// Si pas de donnees, renvoie un tableau vide (eviter le null)
		if ((length - 1) % 4 != 0) {
			return new int[0];
		}
		// Si des donnees
		int nbInt = (length - 1) / 4;
		int data[] = new int[nbInt];

		if (message.length > 1) {
			for (int index = 0; index < nbInt; index++) {
				byte temp[] = new byte[4];
				temp[0] = message[offset + 1 + index * 4];
				temp[1] = message[offset + 2 + index * 4];
				temp[2] = message[offset + 3 + index * 4];
				temp[3] = message[offset + 4 + index * 4];
				data[index] = Toolbox.byte2int(temp);
			}
		}
		return data;
	}
"
1806,d5305c1d-8332-4dbf-a46f-2bb3cd81dfff,"	public static Byte getDataCode(DatagramPacket p) {
		if (p == null || p.getLength() == 0)
			return null;

		return p.getData()[0];
	}
"
1807,7ad09d85-2453-4bf2-9b16-b5883e8c6de2,"	public static byte[] concat(byte[] d1, byte[] d2) {
		byte[] data = new byte[d1.length + d2.length];
		for (int i = 0; i < d1.length; i++) {
			data[i] = d1[i];
		}
		for (int i = 0; i < d2.length; i++) {
			data[i + d2.length] = d2[i];
		}
		return data;
	}
"
1808,92136802-0141-4a66-9833-e4fba919ea26,"	public Lamport(Bank bank) throws SocketException {
		this.bank = bank;
		this.port = Config.bank2bankLamportPort[bank.getId()];
		System.out.println(""La banque "" + bank.getId() + "" ecoute sur le port ""
				+ port);
		socket = new DatagramSocket(port);

		// Initialise le tableau d'etat
		state = new LamportState[Config.banksAddresses.length];
		for (int i = 0; i < state.length; i++)
			state[i] = new LamportState();

		new Thread(this).start();

	}
"
1809,a925537f-3ab7-40c2-878c-5d5b3efc126d,"	private boolean localAccesGranted() {
		// Il peut si etat[bankid]=requete
		// et que son estampille est la plus ancienne !
		if (state[bank.getId()].type != LamportMessages.REQUEST)
			return false;

		int myTimeStamp = state[bank.getId()].timestamp;
		for (int i = 0; i < state.length; i++) {
			if (myTimeStamp > state[i].timestamp) {
				return false;
			} else if (myTimeStamp == state[i].timestamp && i != bank.getId()) {
				if (bank.getId() > i)
					return false;
			}
		}
		return true;
	}
"
1810,448d0231-f9b8-41ed-94f8-a472bd6ac433,"	public void lock() throws IOException {
		System.out.println(""Lamport.lock()"");
		// Mise a jour de l'estampille
		// FIXME Synchronise a mettre
		localTimestamp++;
		// Envoi d'une requete
		state[bank.getId()].set(LamportMessages.REQUEST, localTimestamp);
		sendToAllOthersBank(state[bank.getId()].toByte(this.bank.getId()));
		// Indique si l'on peut avoir le mutex

		// Si on a pas le mutex, on est en attente !
		synchronized (this) {
			hasMutex = localAccesGranted();

			while (!hasMutex) {
				try {
					if (DEBUG) {
						System.out.println(""Wait() sur la banque ""
								+ bank.getId());
					}
					wait();
				} catch (InterruptedException e) {
					e.printStackTrace();
				}
				hasMutex = localAccesGranted();

			}
		}
	}
"
1811,d9eeeb2c-8c26-4dbc-9e34-a2e63a9241e6,"	public void accountCreated(int account, int money) throws IOException {

		// Infos de creation de compte
		byte[] temp = Toolbox.buildMessage(
				LamportMessages.NEW_ACCOUNT.getCode(), account, money);

		// Envoi
		sendToAllOthersBank(temp);
	}
"
1812,5d55eaf8-dfaf-413f-b9dd-39b036bb1a1d,"	public void unlock(LamportUnlockMessage unlockType, int... data)
			throws IOException {
		System.out.println(""Lamport.unlock()"");

		// Construction du message a envoyer
		state[bank.getId()].set(LamportMessages.RELEASE, localTimestamp);
		byte[] messageData = state[bank.getId()].toByte(bank.getId());
		// Ajout des infos de liberation
		byte[] temp = Toolbox.buildMessage(unlockType.getCode(), data);
		// Envoi
		sendToAllOthersBank(Toolbox.concat(messageData, temp));
		synchronized (this) {
			hasMutex = false;
		}
	}
"
1813,22cbfe6c-26cc-4a7a-b0a7-faad67b8aeb1,"	public void sendToAllOthersBank(byte[] data) throws IOException {
		for (int i = 0; i < state.length; i++) {
			if (i != bank.getId()) {
				send(i, data);
			}
		}
	}
"
1814,6c542454-34cf-4004-8557-a10741ef4bce,"	public void send(int bankId, byte[] data) throws IOException {
		// Construction de l'adresse et du datagramme
		int port = Config.bank2bankLamportPort[bankId];
		InetAddress host = InetAddress.getByName(Config.banksAddresses[bankId]);
		DatagramPacket packet = new DatagramPacket(data, data.length, host,
				port);
		// Envoi
		socket.send(packet);
	}
"
1815,4c8b3f24-c935-46b8-adae-a97860a58d0a,"	public void run() {
		byte[] buffer = new byte[Config.bufferSize];
		DatagramPacket data = new DatagramPacket(buffer, buffer.length);

		while (true) {
			try {
				// 1. Reception d'un message
				socket.receive(data);

				// 2. Regarde si une autre banque replique un nouveau compte
				LamportMessages type = LamportMessages
						.fromCode(data.getData()[0]);
				if (type == LamportMessages.NEW_ACCOUNT) {
					// 2b. Si oui, on l'ajout a la banque
					int[] newAccountData = Toolbox.buildData(data.getData(),
							data.getLength(), 0);
					bank.handleOnCreate(newAccountData[0], newAccountData[1]);

				} else {
					// 3. Sinon on a un message lamport normal
					LamportState state = LamportState.fromByte(data.getData(),
							data.getLength());
					acceptReceive(state, data);
				}

			} catch (IOException e) {
				e.printStackTrace();
			}
		}
	}
"
1816,68da157d-8c67-4cca-a2eb-b1844d4bc1d1,"	private void acceptReceive(LamportState state, DatagramPacket data)
			throws IOException {

		int remoteBankId = state.remoteBankId;

		// 1. Met a jour l'estampille
		// FIXME Synchronized
		localTimestamp = Math.max(localTimestamp, state.timestamp) + 1;

		// 2. Effectue les actions suivant le type de message recu
		switch (state.type) {
		case NEW_ACCOUNT:
			// Deja traite car pas un message lamport standard
			break;
		case REQUEST:
			// Mise a jour de la table locale
			this.state[remoteBankId].set(LamportMessages.REQUEST,
					state.timestamp);

			// Envoi du recu
			LamportState data2send = new LamportState(LamportMessages.RECEIPT,
					localTimestamp);

			send(remoteBankId, data2send.toByte(bank.getId()));
			break;
		case RELEASE:
			// Mise a jour de la table locale
			this.state[remoteBankId].set(LamportMessages.RELEASE,
					state.timestamp);
			// Recupe des donnees en plus dans le message de release
			if (state.type == LamportMessages.RELEASE && data.getLength() >= 9){
				// Construction des donnees
				byte code = data.getData()[9]; // Code
				int[] releaseData = Toolbox.buildData(data.getData(),
						data.getLength() - 9, 9); // Donnee repliquee

				// Conversion en enum
				LamportUnlockMessage lum = LamportUnlockMessage.fromCode(code);

				// Mise a jour de la banque suivant les donnees recues
				switch (lum) {
				case DELETE_ACCOUNT:
					bank.handleOnDelete(releaseData[0]);
					break;
				case UPDATE_MONEY:
					bank.handleOnUpdate(releaseData[0], releaseData[1]);
					break;
				default:
					System.err
					  .println(""LamportRelease: non implementee"");
					break;
				}

			}

			break;
		case RECEIPT:
			// Met a jour si on avait pas de requete dans le tableau
			if (this.state[remoteBankId].type != LamportMessages.REQUEST) {
				this.state[remoteBankId].set(LamportMessages.RECEIPT,
						state.timestamp);
			}
			break;

		}
		// Indique si l'on peut avoir le mutex
		synchronized (this) {
			hasMutex = (this.state[bank.getId()].type == 
					LamportMessages.REQUEST) && localAccesGranted();
			if (DEBUG) {
				System.out.println(""Lamport.acceptReceive()"");
			}
			if (hasMutex) {
				if (DEBUG)
					System.out
					  .println(""Notify() sur la banque "" + bank.getId());
				notify();
			}
		}

	}
"
1817,cb0363b6-a606-40fb-867e-0e2c34139b9d,"	public Teller(int bankId) throws UnknownHostException, SocketException {
		if (bankId < 0 || bankId > Config.banksAddresses.length - 1)
			throw new IllegalArgumentException(
					""No de banque invalide pour le guichetier !"");

		port = Config.banks2ClientPorts[bankId];
		host = InetAddress.getByName(Config.banksAddresses[bankId]);

		socket = new DatagramSocket();

	}
"
1818,164651c9-9803-4401-9183-587c8cfa5963,"	private void sendPacket(byte[] tampon) throws IOException {
		DatagramPacket packet = new DatagramPacket(tampon, tampon.length, host,
				port);

		socket.send(packet);
	}
"
1819,bb41ac39-e64e-4044-8181-4bfed371ec30,"	private DatagramPacket receivePacket() throws IOException {
		byte[] tampon = new byte[Config.bufferSize];

		DatagramPacket packet = new DatagramPacket(tampon, tampon.length);
		//System.out.println(""Attente de la reponse de la banque"");
		socket.receive(packet);

		return packet;
	}
"
1820,e37597be-59fa-45fb-a226-dd30f5bbdaf4,"	public int addAccount(int money) {
		try {
			// Envoi de la requete
			sendPacket(Toolbox.buildMessage(Menu.ADD_ACCOUNT.getCode(), money));

			// Reception de la reponse
			DatagramPacket p = receivePacket();
			ErrorServerClient code = ErrorServerClient.fromCode(p.getData()[0]);

			// Si aucune erreur
			if (code == ErrorServerClient.OK) {
				// Renvoie le numero de compte
				int[] data = Toolbox.buildData(p);
				return data[0];
			} else {
				return -1;
			}

		} catch (IOException e) {
			e.printStackTrace();
		}
		return -1;

	}
"
1821,b39faf47-3e1d-40da-8d06-c907858a86cb,"	public ErrorServerClient deleteAccount(int account) {
		try {
			// Envoi de la requete
			sendPacket(Toolbox.buildMessage(Menu.DELETE_ACCOUNT.getCode(),
					account));
			
			// Reception de la reponse
			DatagramPacket p = receivePacket();
			return ErrorServerClient.fromCode(p.getData()[0]);
			
		} catch (IOException e) {
			e.printStackTrace();
		}
		return ErrorServerClient.AUTRE;
	}
"
1822,26b1143d-99c5-44c4-9128-7bd3d256114a,"	public ErrorServerClient addMoney(int account, int money) {
		try {
			// Envoi de la requete
			sendPacket(Toolbox.buildMessage(Menu.ADD_MONEY.getCode(),
					account, money));
			
			// Reception de la reponse
			DatagramPacket p = receivePacket();
			return ErrorServerClient.fromCode(p.getData()[0]);
			
		} catch (IOException e) {
			e.printStackTrace();
		}
		return ErrorServerClient.AUTRE;
	}
"
1823,e450aa56-9697-4f95-bdec-87ea738f69b7,"	public ErrorServerClient takeMoney(int account, int money) {
		try {
			// Envoi de la requete
			sendPacket(Toolbox.buildMessage(Menu.TAKE_MONEY.getCode(),
					account, money));
			
			// Reception de la reponse
			DatagramPacket p = receivePacket();
			return ErrorServerClient.fromCode(p.getData()[0]);
			
		} catch (IOException e) {
			e.printStackTrace();
		}
		return ErrorServerClient.AUTRE;
	}
"
1824,de08ca61-c5cf-443b-97ad-d25eeb903970,"	public int getBalance(int account) {
		try {
			// Envoi de la requete
			sendPacket(Toolbox.buildMessage(Menu.GET_BALANCE.getCode(),
					account));
			
			// Reception de la reponse
			DatagramPacket p = receivePacket();
			ErrorServerClient code = ErrorServerClient.fromCode(p.getData()[0]);
			
			if (code == ErrorServerClient.OK) {
				return Toolbox.buildData(p)[0];
			}
			
		} catch (IOException e) {
			e.printStackTrace();
		}
		return -1;
	}
"
1825,1253f4a9-85d7-429c-b174-3401b681fbb5,"	public byte getCode(){
		return (byte)this.ordinal();
	}
"
1826,75a0004a-f979-47da-886e-eff95921b9e8,"	public static ErrorServerClient fromCode(byte code){
		return ErrorServerClient.values()[(int)code];
	}
"
1827,d36c1b7d-dcd6-4f69-8a2c-1b56eb5383ea,"	Menu(String text) {
		this.text = text;
	}
"
1828,bc180a75-030e-4ccc-b13e-7eebdcf03e9e,"	public String toString() {
		return text;
	}
"
1829,ebe2c16b-d3e0-4652-99c7-355752f9f2f1,"	public byte getCode(){
		return (byte)this.ordinal();
	}
"
1830,aedb3bb7-82f8-4da9-806c-64613f65f165,"	public static Menu fromCode(byte code){
		return Menu.values()[(int)code];
	}
"
1831,36cf2ba9-289d-46c4-b300-8f1d1f5a7e35,"	StatsDType(String statType)
	{
		this.statType = statType;
	}
"
1832,ff59589a-f52e-488f-a93e-2730b887e552,"	public String getShortString()
	{
		return statType;
	}
"
1833,5349ee78-0b1c-4e26-bf58-71e063b3afd9,"	void increment(String key);
"
1834,aaf18d77-c521-4e30-a3a3-59c478cc345f,"	void count(String key, int delta);
"
1835,39a2d062-779d-46de-929c-3b30f12fedb2,"	void count(String key, Object delta, double rate);
"
1836,a8247bdc-3f3b-4395-a4ba-2b7f20a6165a,"	void gauge(String key, double value);
"
1837,545913df-5079-49eb-a234-c781a625463b,"	void gauge(String key, long value);
"
1838,627a50b6-7293-4dcb-b001-840dac407b50,"	void time(String key, int timeInMs);
"
1839,b726b0d5-a1e2-474a-bf01-699062c4f382,"	public StatsDMetric(String key, StatsDType type, Object value)
	{
		this(key, type, value, null);
	}
"
1840,d7e1e0f5-4507-48ac-87ed-5956ee97cf4c,"	public StatsDMetric(String key, StatsDType type, Object value, Double rate)
	{
		this.key = key;
		this.type = type;
		this.value = value;
		this.rate = rate;
	}
"
1841,bad19413-6378-4ed4-afdf-60119529a52e,"	public String getKey()
	{
		return key;
	}
"
1842,28c3a878-7022-4493-a05f-f04dded960fa,"	public StatsDType getType()
	{
		return type;
	}
"
1843,206ae9e1-b262-4684-a3ae-5df7b6e4d9ef,"	public Object getValue()
	{
		return value;
	}
"
1844,ea2027da-13de-4fae-be25-7b85051c112f,"	public Double getRate()
	{
		return rate;
	}
"
1845,a2ffe0be-2bda-457b-99c8-3d261b441f72,"	@Override
	public void increment(String key)
	{
		// noop
	}
"
1846,2bbc7649-ade8-4df3-8e08-846c7e903f32,"	@Override
	public void count(String key, int delta)
	{
		// noop
	}
"
1847,885b8b11-7c5a-4326-ac93-ed4e2f84dad7,"	@Override
	public void count(String key, Object delta, double rate)
	{
		// noop
	}
"
1848,67d8a9bf-3678-4e31-a45b-ebe17cd4a577,"	@Override
	public void gauge(String key, double value)
	{
		// noop
	}
"
1849,bb0090cb-3de2-4cec-8639-4ceadeb8b726,"	@Override
	public void gauge(String key, long value)
	{
		// noop
	}
"
1850,20897125-9d8b-4287-843f-89015953edaa,"	@Override
	public void time(String key, int timeInMs)
	{
		// noop
	}
"
1851,9f3aebcc-a61d-4460-be05-7f98ab49b5f3,"	public StatsDClientImpl(String host, int port)
	{
		this(host, port, Executors.newSingleThreadExecutor(new ThreadFactory()
		{
			private ThreadFactory delegate = Executors.defaultThreadFactory();

			@Override
			public Thread newThread(Runnable r)
			{
				Thread thread = delegate.newThread(r);
				thread.setName(""Statsd flusher"");
				return thread;
			}
		}));
	}
"
1852,9db384c4-6693-43f6-b425-7d4e80842869,"			@Override
			public Thread newThread(Runnable r)
			{
				Thread thread = delegate.newThread(r);
				thread.setName(""Statsd flusher"");
				return thread;
			}
"
1853,8c59724b-6933-4406-9d6b-7602681098ee,"	public StatsDClientImpl(String hostname, int port, ExecutorService service)
	{
		try
		{
			channel = DatagramChannel.open();
			channel.connect(new InetSocketAddress(hostname, port));
		}
		catch( Exception e )
		{
			throw new RuntimeException(""Failed to start StatSD client"", e);
		}
		service.submit(new Runnable()
		{

			@Override
			public void run()
			{
				DecimalFormat format = new DecimalFormat(RATE_FORMAT);
				ByteBuffer buffer = ByteBuffer.allocate(1400);
				while( true )
				{
					try
					{
						StatsDMetric metric = queue.poll();
						if( metric == null )
						{
							if( buffer.position() > 0 )
							{
								flush(buffer);
							}
							metric = queue.take();
						}
						byte[] bytes = convert(format, metric).getBytes(UTF_8);
						if( buffer.remaining() < bytes.length )
						{
							flush(buffer);
						}
						buffer.put(bytes);
					}
					catch( InterruptedException e )
					{
						// nothing
					}
				}
			}

			private void flush(ByteBuffer buffer)
			{
				buffer.flip();
				try
				{
					channel.write(buffer);
				}
				catch( IOException e )
				{
					LOGGER.warn(""Failed to send statsd packet"", e);
				}
				buffer.clear();
			}

		});
	}
"
